,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,target
17102,,,,,,812.0,14.0,,,,,,252.0,,,,,,,,140.0,175.0,,4.0,16.0,,,322.48,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,10758.88,,,,,,6.795557,,,,,,,,27.0,,,,,,,,60,14.0,,3386992.0,,3.0,,,176081.7,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,72.0,105973.2,,,,,,540.0,,,,0.0,,88380.0,,,,,,,16.0,5457950.0,136100.0,,,,,,230.0,,,0.0,18.0,,,,,843836.0,,,,6410920.0,,,,,,,46.0,,,118266.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,384.0,,,xearjIX0Db,RO12,,taul,1K8T,0Xwj,kJ1ERUT,9HOPNsJ,U3h5XoQ,,D02w,HLqf,VILw,09_Q,hzlB,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,L84s,leSl,,eJDs9zC,,teA09W3,uNpn,cJvF,FzaX,MMTJrCp,QKW8DRm,Rkj9jvX,LM8l689qOp,,ELof,5Acm,vJ_w8kB,WfJ2BB2SFSqauljlfOB,am7c,,-1
32609,,,,,9480.0,,,,,0.0,,,,,,152.6,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.957915,,,0.0,0.0,,,,,,0.0,,695394.0,179787.0,18.0,,10,,,,,,,0.0,,,,,,,,,,,12.0,,2.0,,,,0.0,,,,,,7.0,,,,0.0,,,,154531.8,,-1527376.0,,,,,,,6.0,,,,,,-20.0,,,,,,,,,,,,,30882.0,,,,,,,0.0,0.0,24.0,,,0.0,,,,,,0.0,,,,,,,,,7.0,,,,,,0.0,,,,,,,,,,,,,,,,,282.0,11589.93,,puvq9aX0Db,RO12,,taul,1K8T,JLbT,wEJwkuM,ElQylxy,,,_FwG,9_Y1,Y9Bl,09_Q,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,KdSa,,,NGZxnJM,lzRw,cJvF,FzaX,1E1v4zN,oslk,LHq2Oqu,LM8l689qOp,,,uWr3,RAYp,F2FyR07IdsN7I,,,-1
20488,,,,,,2149.0,7.0,,,,,,1544.0,,,,,,,,204.0,255.0,,0.0,136.0,,,340.96,,,,,,,0.0,,,2906550.0,,,,,,0.0,,,,,,,321916.0,,,,,,5.235633,,,,,,,,9.0,,,,,,,3.0,88,147.0,,691664.0,,9.0,,,55253.4,,25.0,,8.0,,,,,,,,,393939.0,,,,,,,,,,,,,,,48.0,,,16.0,72297.2,,,,,,1280.0,,,,48.0,,67086.0,-30.0,,,,,,32.0,1175285.0,2097440.0,,,,,,4420.0,,,0.0,0.0,,,,,0.0,,,,10309120.0,,,,,,,30.0,,,2073600.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,1fZWq6e2Rv,RO12,SEuy,taul,1K8T,PGNs,KwenkcQ,hOpRIhsUSP,BLa2cH0,smXZ,qfkk,9_Y1,_xpN,09_Q,giwq,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,mmRNR_v,,mAjbk_S,yiMX,UYBR,FzaX,XqwYlW4,oslk,sMvE4Qn,LM8l689qOp,,kG3k,FSa2,RAYp,F2FyR07IdsN7I,am7c,,-1
35404,,,,,,1141.0,14.0,,,,,,240.0,,,,,,,,168.0,210.0,,2.0,120.0,,,233.44,,,,,,,0.0,,,2504748.0,,,,,,0.0,,,,,,,,,,,,,0.5370647,,,,,,,,45.0,,,,,,,3.0,84,0.0,,234632.0,,0.0,,,100290.0,,20.0,,10.0,,,,,,,,,1152.0,,,,,,,,,,,,,,,48.0,,,32.0,197049.2,,,,,,680.0,,,,48.0,,34326.0,60.0,,,,,,0.0,357035.0,576896.0,,,,,,70.0,,,0.0,0.0,,,,,1050.0,,,,5189960.0,,,,,,,12.0,,,1037514.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,3HjOj17ejg,RO12,,taul,1K8T,aD1X,mfjcTEF,sLarhXg,,,Hrz8,9_Y1,zfpA,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kq0aHkC,HuOo,UYBR,FzaX,kogfGrO,oslk,uClRusu,LM8l689qOp,,,7aLG,RAYp,F2FyR07IdsN7I,mj86,,-1
20419,,,,,,1099.0,14.0,,,,,,2312.0,,,,,,,,168.0,210.0,,6.0,8.0,,,179.92,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.655202,,,,,,,,36.0,,,,,,,6.0,168,91.0,,102072.0,,0.0,,,4659.03,,0.0,,12.0,,,,,,,,,164739.0,,,,,,,,,,,,,,,48.0,,,40.0,-305420.0,,,,,,670.0,,,,0.0,,56871.0,,,,,,,0.0,327420.0,388.0,,,,,,8580.0,,,0.0,45.0,,,,,20832.0,,,,358632.0,,,,,,,60.0,,,67326.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,HrWq9aXt5a,bYmQ4nc,,taul,1K8T,JLbT,fhk21Ss,76j2P_OLn0,NvIyyhf,,msSD,9_Y1,6TCl,VpdQ,kxE9,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,WsRVNrF85oPU_,,WJhZhN3,,XTbyOm3,tBLG,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,ELof,uWr3,ZI9m,ib5G6X1eUxUn6,am7c,,-1
13322,,,,,,245.0,7.0,,,,,,0.0,,,,,,,,8.0,10.0,,0.0,0.0,,,133.12,,,,,,,0.0,,,518406.0,,,,,,0.0,,,,,,,,,,,,,6.747062,,,,,,,,9.0,,,,,,,,66,0.0,,0.0,,0.0,,,122565.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,48542.0,,,,,,180.0,,,,6.0,,2313.0,,,,,,,0.0,100380.0,0.0,,,,,,170.0,,,0.0,0.0,,,,,0.0,,,,425908.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,S8dr4RQxul,RO12,,taul,1K8T,94m7,77fJ9e7,8nstQ62E0C,p_UJTbI,,kJs5,9_Y1,z5Ry,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,NO4F4eX,,TDcqL05,GTnh,UYBR,FzaX,iokweTG,d0EEeJi,E2d3z8K,jySVZNlOJy,,ELof,FSa2,nIGXDli,F2FyR07IdsN7I,mj86,,-1
15637,,,,,,1757.0,7.0,,,,,,380.0,,,,,,,,212.0,265.0,,2.0,152.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.51677,,,,,,,,9.0,,,,,,,,58,0.0,,1475584.0,,0.0,,,23294.37,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,56.0,258030.8,,,,,,795.0,,,,0.0,,7326.0,,,,,,,0.0,336550.0,328306.0,,,,,,45.0,,,0.0,0.0,,,,,60375.0,,,,1749244.0,,,,,,,50.0,,,118098.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,oBXq9ayfAo,RO12,SEuy,taul,1K8T,0Xwj,7CnExHa,HKFGqS8,5qYCd5l,smXZ,CIJD,HLqf,AKLO,VpdQ,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,ltydVHm,,TDceha3,nQWJ,cJvF,FzaX,82JRa8C,oslk,bIKqbV5,LM8l689qOp,,kG3k,TNEC,RAYp,F2FyR07IdsN7I,am7c,,-1
13537,,,,,,1414.0,7.0,,,,,,4672.0,,,,,,,,268.0,335.0,,4.0,168.0,,,253.52,,,,,,,0.0,,,8297700.0,,,,,,0.0,,,,,,,,,,,,,0.08587909,,,,,,,,9.0,,,,,,,3.0,50,805.0,,2211584.0,,0.0,,,115998.9,,15.0,,2.0,,,,,,,,,4554.0,,,,,,,,,,,,,,,48.0,,,40.0,240487.6,,,,,,1025.0,,,,114.0,,88866.0,,,,,,,0.0,1684580.0,644954.0,,,,,,29810.0,,,0.0,0.0,,,,,149653.0,,,,10282720.0,,,,,,,36.0,,,85656.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,8Iqt0G8rTN,RO12,SEuy,taul,1K8T,TyGl,qEdASpP,y2LuFUfSEo,6eyeCfi,smXZ,qktG,9_Y1,k13i,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,rP9T7h3,,mAja5EA,Czqd,UYBR,FzaX,0AJo2f2,oslk,2Kb5FSF,M_8D,,kG3k,fKCe,RAYp,F2FyR07IdsN7I,mj86,,-1
26002,,,,,,2338.0,28.0,,,,,,1160.0,,,,,,,,300.0,375.0,,4.0,192.0,,,136.48,,,,,,,0.0,,,29058.0,,,,,,0.0,,,,,,,,,,,,,6.348002,,,,,,,,36.0,,,,,,,12.0,80,161.0,,381968.0,,0.0,,,8801.64,,15.0,,8.0,,,,,,,,,177690.0,,,,,,,,,,,,,,,88.0,,,88.0,109940.0,,,,,,1185.0,,,,30.0,,6750.0,-26.0,,,,,,0.0,786025.0,223246.0,,,,,,6330.0,,,0.0,27.0,,,,,30940.0,,,,1421192.0,,,,,,,56.0,,,55746.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,306.0,,,8Iqt0G8rTN,RO12,,taul,1K8T,0Xwj,Po5CXtX,jt3xMpI_cxIIW,U3h2prd,,L0Y3,HLqf,e7QV,09_Q,lVqb,me75fM6ugJ,sBgB,,uKAI,L84s,XfqtO3UdzaXh_,,8iFb2dx,,11p4mKe,nBCz,UYBR,FzaX,2X58jNM,oslk,CNdED8N,LM8l689qOp,,ELof,fKCe,RAYp,F2FyR07IdsN7I,am7c,,-1
23103,,,,,,84.0,0.0,,,,,,0.0,,,,,,,,60.0,75.0,,8.0,8.0,,,342.08,,,,,,,0.0,,,5064120.0,,,,,,0.0,,,,,,,24438.0,,,,,,1.125614,,,,,,,,36.0,,,,,,,12.0,14,0.0,,22952.0,,0.0,,,325317.0,,5.0,,8.0,,,,,,,,,239982.0,,,,,,,,,,,,,,,40.0,,,40.0,868132.0,,,,,,90.0,,,,12.0,,0.0,4.0,,,,,,0.0,1664860.0,997214.0,,,,,,0.0,,,0.0,0.0,,,,,19551.0,,,,7068160.0,,,,,,,4.0,,,7980.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,m9SvyxLkBI,AERks4l,,taul,1K8T,Xa_z,tUuO1hZ,yiXKNUCbD1,,,kxBp,9_Y1,lXxA,VpdQ,IYzP,Kxdu,kIsH,,uKAI,L84s,FMSzZ91zL2,,,,kq0IHVu,mfR4,cJvF,FzaX,2JIKlta,zCkv,HI2n4Yj,LM8l689qOp,,,xb3V,6fzt,F2FcTt7IdMT_v,,,-1
27158,,,,,,84.0,0.0,,,,,,0.0,,,,,,,,164.0,205.0,,2.0,40.0,,,186.64,,,,,,,0.0,,,2970252.0,,,,,,0.0,,,,,,,,,,,,,1.605213,,,,,,,,9.0,,,,,,,3.0,14,0.0,,2206088.0,,0.0,,,171066.0,,25.0,,6.0,,,,,,,,,19938.0,,,,,,,,,,,,,,,40.0,,,32.0,141957.2,,,,,,205.0,,,,42.0,,0.0,4.0,,,,,,8.0,3086515.0,861210.0,,,,,,0.0,,,0.0,0.0,,,,,604800.0,,,,9351600.0,,,,,,,34.0,,,1104900.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,g5dmfo875g,RO12,,taul,1K8T,ssAy,T2e7I6V,pHRy2LLY36jrS,,,dxVS,9_Y1,Bw19,09_Q,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,S0xP,cJvF,FzaX,ACmTklq,oslk,rDbG_aX,LM8l689qOp,,,wX53,ZI9m,F2FyR07IdsN7I,,,-1
16642,,,,,,1876.0,7.0,,,,,,2256.0,,,,,,,,140.0,175.0,,0.0,32.0,,,234.72,,,,,,,0.0,,,802956.0,,,,,,0.0,,,,,,,,,,,,,0.7434309,,,,,,,,18.0,,,,,,,6.0,186,7.0,,4147200.0,,6.0,,,28957.65,,15.0,,0.0,,,,,,,,,42852.0,,,,,,,,,,,,,,,32.0,,,48.0,50215.6,,,,,,495.0,,,,24.0,,4437.0,,,,,,,16.0,7002500.0,582704.0,,,,,,1305.0,,,0.0,27.0,,,,,0.0,,,,10388160.0,,,,,,,36.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dTGmfo8zhV,rEUOq2QD1qfkRr6qpua,SEuy,taul,1K8T,LloI,fhk21Ss,ELRUn57,a4xFxU0,smXZ,izsx,9_Y1,wGwL,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,dGiN9qj1jEYX9,,pPK3LWr,,pMWoaus,oimx,UYBR,FzaX,4UxGlow,Al6ZaUT,catzS2D,LM8l689qOp,,xG3x,wX53,ZI9m,ib5G6X1eUxUn6,am7c,,-1
32686,,,,,,805.0,7.0,,,,,,8.0,,,,,,,,144.0,180.0,,2.0,40.0,,,266.4,,,,,,,0.0,,,5309490.0,,,,,,0.0,,,,,,,,,,,,,2.923948,,,,,,,,9.0,,,,,,,3.0,58,0.0,,1686528.0,,0.0,,,192464.7,,25.0,,4.0,,,,,,,,,5838.0,,,,,,,,,,,,,,,48.0,,,32.0,157476.0,,,,,,535.0,,,,72.0,,4266.0,6.0,,,,,,0.0,2885080.0,792064.0,,,,,,255.0,,,0.0,18.0,,,,,267162.0,,,,10492880.0,,,,,,,16.0,,,950466.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,330.0,,,CEaBcmz45j,RO12,,taul,1K8T,0WHw,SHmviED,yiXKNUCbD1,xlNyBvu,,QAo7,9_Y1,KubS,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,leSl,,jcX9dVU,,kq021Qe,ZURt,cJvF,FzaX,7zPJmUr,QKW8DRm,v6E0Yoz,LM8l689qOp,,ELof,Qcbd,vJ_w8kB,WfJ2BB2SFSqauljlfOB,am7c,,-1
996,,,,,,2422.0,7.0,,,,,,604.0,,,,,,,,352.0,440.0,,10.0,272.0,,,166.56,,,,,,,0.0,,,514056.0,,,,,,0.0,,,,,,,,,,,,,5.879513,,,,,,,,18.0,,,,,,,6.0,32,357.0,,2325664.0,,0.0,,,19838.04,,5.0,,18.0,,,,,,,,,219330.0,,,,,,,,,,,,,,,112.0,,,120.0,69855.2,,,,,,1330.0,,,,12.0,,24957.0,8.0,,,,,,0.0,579710.0,490484.0,,,,,,115.0,,,0.0,0.0,,,,,93541.0,,,,3039664.0,,,,,,,54.0,,,113634.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Mtpt0G8EIb,RO12,,taul,1K8T,wOc1,F0DSdMg,zA2IZno2NK,,,7l7v,9_Y1,e7QV,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,4p0t,cJvF,FzaX,1Fq88FJ,oslk,XByOEra,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,-1
5173,,,,,,1288.0,7.0,,,,,,412.0,,,,,,,,328.0,410.0,,2.0,152.0,,,133.12,,,,,,,0.0,,,911262.0,,,,,,0.0,,,,,,,,,,,,,5.228797,,,,,,,,18.0,,,,,,,,146,203.0,,1245848.0,,0.0,,,8525.521,,0.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,112.0,-1215376.0,,,,,,835.0,,,,48.0,,720.0,34.0,,,,,,0.0,1318595.0,264480.0,,,,,,380.0,,,0.0,18.0,,,,,170114.0,,,,2821200.0,,,,,,,66.0,,,10398.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,JMGq9aXt5a,AERks4l,SEuy,taul,1K8T,ZSv9,fhk21Ss,PAsv0xf,bcAsYrn,smXZ,HN5D,9_Y1,STGZ,09_Q,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,TW8UhnX,,sHioYU2,,beKflXJ,BrG9,cJvF,OFWH,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,xG3x,453m,ZI9m,ib5G6X1eUxUn6,am7c,,-1
19826,,,,,,8449.0,21.0,,,,,,1400.0,,,,,,,,916.0,1145.0,,28.0,336.0,,,258.0,,,,,,,0.0,,,45690.0,,,,,,0.0,,,,,,,,,,,,,4.330058,,,,,,,,36.0,,,,,,,3.0,108,168.0,,2035192.0,,0.0,,,8116.14,,75.0,,64.0,,,,,,,,,0.0,,,,,,,,,,,,,,,488.0,,,608.0,-124227.6,,,,,,2375.0,,,,84.0,,25668.0,36.0,,,,,,0.0,792465.0,538320.0,,,,,,150.0,,,0.0,9.0,,,,,588721.0,,,,3223948.0,,,,,,,100.0,,,543876.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,300.0,,,oBXq9ayfAo,RO12,SEuy,taul,1K8T,lK27,mhknt93,r83_sZi,_hv2pCH,smXZ,E_sw,9_Y1,F_Lu,VpdQ,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,RIPG6LM,,XTbPUYD,hw6m,UYBR,FzaX,WWmfR8o,oslk,c4R2fT4,jySVZNlOJy,,kG3k,TNEC,RAYp,F2FyR07IdsN7I,mj86,,-1
25734,,,,,,1029.0,7.0,,,,,,1568.0,,,,,,,,168.0,210.0,,6.0,24.0,,,220.08,,,,,,,0.0,,,1003752.0,,,,,,0.0,,,,,,,,,,,,,0.7284768,,,,,,,,9.0,,,,,,,3.0,82,14.0,,4823192.0,,0.0,,,158188.8,,5.0,,4.0,,,,,,,,,4698.0,,,,,,,,,,,,,,,48.0,,,64.0,187598.0,,,,,,560.0,,,,36.0,,150939.0,4.0,,,,,,0.0,7763150.0,444344.0,,,,,,445.0,,,0.0,18.0,,,,,1772400.0,,,,10343240.0,,,,,,,44.0,,,49128.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qXhPe2ftjz,RO12,SEuy,taul,1K8T,pJUk,Hwt88N4,_jTP8ioIlJ,PximqSw,smXZ,wxYz,9_Y1,mTeA,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,HHgf6e_,,mAjbk_S,OEtA,UYBR,FzaX,ZhB3372,oslk,LvxaaQ_,LM8l689qOp,,kG3k,FSa2,RAYp,F2FyR07IdsN7I,mj86,,-1
15593,,,,,,1610.0,7.0,,,,,,836.0,,,,,,,,368.0,460.0,,12.0,256.0,,,133.12,,,,,,,0.0,,,25296.0,,,,,,0.0,,,,,,,,,,,,,6.62038,,,,,,,,9.0,,,,,,,,156,308.0,,241568.0,,0.0,,,3495.87,,5.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,200.0,30007.44,,,,,,1210.0,,,,30.0,,28494.0,,,,,,,0.0,151845.0,47712.0,,,,,,4310.0,,,0.0,27.0,,,,,47047.0,,,,397512.0,,,,,,,46.0,,,63930.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,HAoOj1KXzC,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,,taul,1K8T,lK27,fqeOwLG,V4Em6qVbjg,iwXrz50,,ZNMk,9_Y1,_KXv,09_Q,kxE9,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,QsQAxv5,,q03GUuE,,11pJPFL,lPYU,cJvF,OFWH,fxJmel6,QKW8DRm,WfsWw2A,LM8l689qOp,,ELof,kwS7,ZI9m,iyHGyLCEkQ,am7c,,-1
35656,,,,,,1365.0,7.0,,,,,,56.0,,,,,,,,100.0,125.0,,4.0,80.0,,,0.0,,,,,,,0.0,,,14574.0,,,,,,0.0,,,,,,,,,,,,,6.55031,,,,,,,,18.0,,,,,,,3.0,118,21.0,,264368.0,,0.0,,,18048.39,,10.0,,6.0,,,,,,,,,11751.0,,,,,,,,,,,,,,,40.0,,,32.0,181448.8,,,,,,500.0,,,,30.0,,1224.0,-26.0,,,,,,0.0,75230.0,76116.0,,,,,,885.0,,,0.0,45.0,,,,,367150.0,,,,600608.0,,,,,,,2.0,,,313464.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,324.0,,,Iskvyx875g,2Knk1KF,SEuy,taul,1K8T,72yt,31DgrxB,r83_sZi,LNf3IaE,smXZ,EGIK,9_Y1,QMes,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,u5wAz2G,,XTbPUYD,OJkH,UYBR,Lmli,SkQOhQy,oslk,DJMEsaq,jySVZNlOJy,,kG3k,WqMG,RAYp,55YFVY9,mj86,,-1
30026,,,,,,756.0,7.0,,,,,,648.0,,,,,,,,128.0,160.0,,0.0,160.0,,,235.44,,,,,,,0.0,,,1425162.0,,,,,,0.0,,,,,,,,,,,,,5.330698,,,,,,,,9.0,,,,,,,3.0,38,28.0,,0.0,,0.0,,,217121.4,,0.0,,16.0,,,,,,,,,69003.0,,,,,,,,,,,,,,,32.0,,,0.0,757536.0,,,,,,500.0,,,,18.0,,66582.0,14.0,,,,,,0.0,10835.0,3450600.0,,,,,,1025.0,,,0.0,0.0,,,,,0.0,,,,10624760.0,,,,,,,2.0,,,4147200.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,AhzZptzip9,RO12,,taul,1K8T,487l,25Anr2P,wLOHP_YhcL,,,Oryy,9_Y1,t_4G,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,t89X,UYBR,FzaX,KNXfql_,oslk,AA72Oqu,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
14957,,,,,,1449.0,7.0,,,,,,964.0,,,,,,,,244.0,305.0,,6.0,128.0,,,220.08,,,,,,,0.0,,,4142574.0,,,,,,0.0,,,,,,,,,,,,,4.876522,,,,,,,,9.0,,,,,,,3.0,128,301.0,,590720.0,,0.0,,,108139.8,,10.0,,10.0,,,,,,,,,239190.0,,,,,,,,,,,,,,,48.0,,,24.0,139443.2,,,,,,845.0,,,,78.0,,20052.0,,,,,,,0.0,1190495.0,2160760.0,,,,,,1555.0,,,0.0,18.0,,,,,1377313.0,,,,10523680.0,,,,,,,44.0,,,2592000.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,216.0,,,qXh9tYsdof,2Knk1KF,SEuy,taul,1K8T,WkTj,PccCPws,1lFJzqR,81yL6v1,smXZ,aKDg,9_Y1,YULl,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,3c0VFt0,,beK4AFX,9A3X,UYBR,FzaX,aoBY_02,oslk,aSuOEra,LM8l689qOp,,kG3k,FSa2,RAYp,55YFVY9,mj86,,-1
8844,,,,,,3857.0,7.0,,,,,,2064.0,,,,,,,,568.0,710.0,,10.0,472.0,,,166.56,,,,,,,0.0,,,99462.0,,,,,,0.0,,,,,,,,,,,,,6.245888,,,,,,,,9.0,,,,,,,3.0,126,119.0,,2225672.0,,0.0,,,17257.05,,15.0,,22.0,,,,,,,,,3867.0,,,,,,,,,,,,,,,168.0,,,224.0,-25908.16,,,,,,2305.0,,,,48.0,,24147.0,-30.0,,,,,,0.0,1022295.0,715146.0,,,,,,1135.0,,,0.0,9.0,,,,,293853.0,,,,3703844.0,,,,,,,66.0,,,344976.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,306.0,,,hSovyx7IEC,2Knk1KF,SEuy,taul,1K8T,Bxva,T7cNGWG,V_KvNzO,s1Ah_rB,smXZ,et0n,9_Y1,qaiO,VpdQ,kxE9,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,5XpQvdB,,XTbPUYD,FbT7,UYBR,FzaX,ByIfGrO,oslk,Esw7qqc,LM8l689qOp,,kG3k,szEZ,RAYp,55YFVY9,mj86,,-1
36589,,,,,,812.0,7.0,,,,,,12.0,,,,,,,,84.0,105.0,,2.0,40.0,,,220.08,,,,,,,0.0,,,3909006.0,,,,,,0.0,,,,,,,,,,,,,4.196112,,,,,,,,18.0,,,,,,,6.0,34,0.0,,945472.0,,9.0,,,212233.5,,5.0,,2.0,,,,,,,,,23421.0,,,,,,,,,,,,,,,16.0,,,16.0,-306245.2,,,,,,440.0,,,,54.0,,351.0,10.0,,,,,,32.0,1188075.0,677700.0,,,,,,175.0,,,0.0,9.0,,,,,554435.0,,,,6047040.0,,,,,,,6.0,,,475230.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,639TmBQxul,RO12,,taul,1K8T,TyGl,mME9Ejt,_UtlxbJ,,,DSAx,9_Y1,TjV7,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,E3av,UYBR,FzaX,hDRv48t,oslk,0qeTy9x,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
6640,,,,,,434.0,0.0,,,,,,0.0,,,,,,,,128.0,160.0,,0.0,8.0,,,354.72,,,,,,,0.0,,,3110400.0,,,,,,0.0,,,,,,,,,,,,,3.014527,,,,,,,,9.0,,,,,,,,24,0.0,,4838400.0,,0.0,,,219523.8,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,56.0,186719.6,,,,,,515.0,,,,36.0,,0.0,4.0,,,,,,0.0,6647500.0,15004.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10385440.0,,,,,,,32.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,234.0,,,xOXr4RXktW,RO12,,taul,1K8T,1TqK,4XZdCcU,bGUqwlz,,,kq0d,9_Y1,TFSW,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,qjye,cJvF,FzaX,ZCEmfvd,oslk,Nbsa8ZG,LM8l689qOp,,,Xa3G,RAYp,F2FyR07IdsN7I,,,-1
